show_id,type,title,director,country,date_added,release_year,rating,listed_in,year_added,month_added,duration_value,duration_unit,genre_count
s3388,Movie,Master Z: The Ip Man Legacy,Yuen Woo-ping,Hong Kong,23-10-2019,2018,TV-14,"Action & Adventure, International Movies",2019,10,108,min,2
s3389,Movie,Jenny Slate: Stage Fright,Gillian Robespierre,United States,22-10-2019,2019,TV-MA,"Documentaries, Stand-Up Comedy",2019,10,67,min,2
s3390,Movie,Free Fire,Ben Wheatley,United Kingdom,21-10-2019,2016,R,"Action & Adventure, Comedies, Independent Movies",2019,10,91,min,3
s3392,Movie,The Command,Thomas Vinterberg,France,19-10-2019,2018,PG-13,"Dramas, International Movies, Thrillers",2019,10,118,min,3
s3393,Movie,10 Days in Sun City,Adze Ugah,South Africa,18-10-2019,2017,TV-14,"Comedies, International Movies, Romantic Movies",2019,10,87,min,3
s3400,Movie,In My Country,Frank Rajah Arase,Nigeria,18-10-2019,2018,TV-MA,"Dramas, International Movies",2019,10,99,min,2
s3399,Movie,Eli,Ciarán Foy,United States,18-10-2019,2019,TV-MA,Horror Movies,2019,10,98,min,1
s3403,Movie,"Love, Surreal and Odd",Yılmaz Erdoğan,Turkey,18-10-2019,2017,TV-14,"Comedies, International Movies, Romantic Movies",2019,10,95,min,3
s3406,Movie,Seventeen,Daniel Sánchez Arévalo,Spain,18-10-2019,2019,TV-MA,"Comedies, Dramas, International Movies",2019,10,100,min,3
s3408,Movie,Tatu,Don Omope,Nigeria,18-10-2019,2017,TV-MA,"Action & Adventure, Dramas, International Movies",2019,10,101,min,3
s3409,Movie,Tell Me Who I Am,Ed Perkins,United Kingdom,18-10-2019,2019,TV-MA,Documentaries,2019,10,86,min,1
s3410,Movie,The Laundromat,Steven Soderbergh,United States,18-10-2019,2019,R,"Comedies, Dramas",2019,10,96,min,2
s3412,Movie,Up North,Tope Oshin,Nigeria,18-10-2019,2018,TV-14,"Dramas, International Movies",2019,10,99,min,2
s3391,Movie,Little Singham: Kaal Ki Tabaahi,Prakash Satam,Unknown,19-10-2019,2019,TV-Y7,"Children & Family Movies, Comedies",2019,10,66,min,2
s3413,Movie,Upstarts,Udai Singh Pawar,India,18-10-2019,2019,TV-14,"Comedies, Dramas, International Movies",2019,10,112,min,3
s3414,Movie,Verses of Love 2,Guntur Soeharjanto,Indonesia,18-10-2019,2017,TV-14,"Dramas, Faith & Spirituality, International Movies",2019,10,127,min,3
s3418,Movie,Ghosts of Sugar Land,Bassam Tariq,United States,16-10-2019,2019,TV-MA,Documentaries,2019,10,22,min,1
s3419,Movie,League of Legends Origins,Leslie Iwerks,United States,16-10-2019,2019,TV-MA,Documentaries,2019,10,78,min,1
s3420,Movie,Park Na-rae: Glamour Warning,Kim Joo-hyung,South Korea,16-10-2019,2019,TV-MA,Stand-Up Comedy,2019,10,63,min,1
s3422,Movie,Sinister 2,Ciarán Foy,United States,16-10-2019,2015,R,Horror Movies,2019,10,97,min,1
s3423,Movie,The Game Changers,Louie Psihoyos,United States,16-10-2019,2018,TV-MA,"Documentaries, Sports Movies",2019,10,86,min,2
s3424,Tv Show,Black Money Love,Ahmet Katıksız,Turkey,15-10-2019,2014,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",2019,10,1,season,3
s3425,Movie,"Martin Matte: La vie, la mort...eh la la..!",Jean-François Blais,Canada,14-10-2019,2019,TV-14,Stand-Up Comedy,2019,10,62,min,1
s3426,Movie,Street Flow,"Leïla Sy, Kery James",France,13-10-2019,2019,TV-MA,"Dramas, International Movies",2019,10,96,min,2
s3428,Movie,Bygones Be Bygones,Hakan Algül,Turkey,11-10-2019,2017,TV-MA,"Comedies, International Movies, Romantic Movies",2019,10,104,min,3
s3429,Movie,El Camino: A Breaking Bad Movie,Vince Gilligan,United States,11-10-2019,2019,TV-MA,"Dramas, Thrillers",2019,10,123,min,2
s3430,Movie,Fractured,Brad Anderson,United States,11-10-2019,2019,TV-MA,Thrillers,2019,10,100,min,1
s3432,Movie,The Bling Lagosians,Bolanle Austen-Peters,Nigeria,11-10-2019,2019,TV-14,"Dramas, International Movies",2019,10,99,min,2
s3433,Movie,The Forest of Love,Sion Sono,Japan,11-10-2019,2019,TV-MA,"Dramas, International Movies, Thrillers",2019,10,151,min,3
s3437,Movie,GEN HOSHINO STADIUM TOUR “POP VIRUS”,Naoto Amazutsumi,Unknown,10-10-2019,2019,TV-14,"International Movies, Music & Musicals",2019,10,154,min,2
s3435,Movie,The Influence,Dennis Rovira van Boekholt,Spain,11-10-2019,2019,TV-MA,"Horror Movies, International Movies",2019,10,102,min,2
s3439,Movie,After,Jenny Gage,United States,09-10-2019,2019,PG-13,"Dramas, Romantic Movies",2019,10,106,min,2
s3440,Movie,Home Is Where the Killer Is,Kaila York,United States,09-10-2019,2019,TV-14,"Dramas, Thrillers",2019,10,87,min,2
s3442,Movie,Deon Cole: Cole Hearted,Ryan Polito,United States,08-10-2019,2019,TV-MA,Stand-Up Comedy,2019,10,70,min,1
s3444,Movie,Love for Sale,Andibachtiar Yusuf,Indonesia,06-10-2019,2018,TV-14,"Dramas, International Movies, Romantic Movies",2019,10,101,min,3
s3447,Movie,Noblemen,Vandana Kataria,India,05-10-2019,2019,TV-MA,"Dramas, Independent Movies, International Movies",2019,10,109,min,3
s3449,Movie,Brother in Love,Onur Bilgetay,Turkey,04-10-2019,2019,TV-MA,"Comedies, International Movies, Romantic Movies",2019,10,110,min,3
s3451,Movie,In the Tall Grass,Vincenzo Natali,Canada,04-10-2019,2019,TV-MA,"Horror Movies, Thrillers",2019,10,102,min,2
s3452,Movie,Kids on the Block,Tugçe Soysop,Turkey,04-10-2019,2019,TV-PG,"Children & Family Movies, Comedies",2019,10,102,min,2
s3457,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball",United States,04-10-2019,2019,TV-Y,Children & Family Movies,2019,10,24,min,1
s3460,Movie,Ready to Mingle,Luis Javier Henaine,Mexico,02-10-2019,2019,TV-MA,"Comedies, International Movies, Romantic Movies",2019,10,98,min,3
s3461,Movie,Salam - The First ****** Nobel Laureate,Anand Kamalakar,United States,02-10-2019,2018,TV-PG,Documentaries,2019,10,76,min,1
s3462,Tv Show,Cheese in the Trap,Lee Yoon-jung,South Korea,01-10-2019,2016,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,10,1,season,3
s3466,Movie,First Kiss,Roy Poortmans,Netherlands,01-10-2019,2018,TV-14,"Dramas, International Movies, Romantic Movies",2019,10,90,min,3
s3469,Movie,Limitless,Vrinda Samartha,India,01-10-2019,2017,TV-PG,"Documentaries, International Movies, Sports Movies",2019,10,59,min,3
s3472,Movie,Nikki Glaser: Bangin’,Nicholaus Goossen,United States,01-10-2019,2019,TV-MA,Stand-Up Comedy,2019,10,64,min,1
s3473,Movie,Rugrats in Paris: The Movie,"Stig Bergqvist, Paul Demeyer",Germany,01-10-2019,2000,G,"Children & Family Movies, Comedies",2019,10,79,min,2
s3480,Movie,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Mana Yasuda,Japan,28-09-2019,2019,TV-PG,"Documentaries, International Movies",2019,9,45,min,2
s3476,Movie,The Rugrats Movie,"Igor Kovalyov, Norton Virgien",United States,01-10-2019,1998,G,"Children & Family Movies, Comedies",2019,10,81,min,2
s3477,Movie,The Squid and the Whale,Noah Baumbach,United States,01-10-2019,2005,R,"Comedies, Dramas, Independent Movies",2019,10,81,min,3
s3478,Tv Show,Gotham,Danny Cannon,United States,30-09-2019,2019,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",2019,9,5,season,3
s3479,Movie,Mo Gilligan: Momentum,Chris Howe,United Kingdom,30-09-2019,2019,TV-MA,Stand-Up Comedy,2019,9,64,min,1
s3481,Movie,TUNA GIRL,Mana Yasuda,Japan,28-09-2019,2019,TV-PG,"Dramas, International Movies",2019,9,90,min,2
s3483,Movie,Deliha 2,Gupse Özay,Turkey,27-09-2019,2018,TV-PG,"Comedies, International Movies",2019,9,102,min,2
s3485,Movie,In the Shadow of the Moon,Jim Mickle,United States,27-09-2019,2019,TV-MA,"Dramas, Sci-Fi & Fantasy, Thrillers",2019,9,116,min,3
s3486,Movie,Sturgill Simpson Presents Sound & Fury,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",United States,27-09-2019,2019,TV-MA,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",2019,9,42,min,3
s3487,Movie,Malaal,Mangesh Hadawale,India,26-09-2019,2019,TV-14,"Dramas, International Movies, Romantic Movies",2019,9,133,min,3
s3488,Movie,The Grandmaster,Wong Kar Wai,Hong Kong,26-09-2019,2013,PG-13,"Action & Adventure, Dramas, International Movies",2019,9,108,min,3
s3493,Movie,Oh! Baby (Malayalam),B. V. Nandini Reddy,India,25-09-2019,2019,TV-14,"Comedies, International Movies, Music & Musicals",2019,9,146,min,3
s3491,Movie,Birders,Otilia Portillo Padua,United States,25-09-2019,2019,TV-G,"Documentaries, International Movies",2019,9,38,min,2
s3494,Movie,Oh! Baby (Tamil),B. V. Nandini Reddy,India,25-09-2019,2019,TV-14,"Comedies, International Movies, Music & Musicals",2019,9,146,min,3
s3495,Movie,Inside Man: Most Wanted,Michael J. Bassett,United States,24-09-2019,2019,R,Action & Adventure,2019,9,106,min,1
s3496,Movie,Jeff Dunham: Beside Himself,Troy Miller,United States,24-09-2019,2019,TV-MA,Stand-Up Comedy,2019,9,58,min,1
s3497,Movie,Manmadhudu 2,Rahul Ravindran,India,23-09-2019,2019,TV-MA,"Comedies, Dramas, International Movies",2019,9,152,min,3
s3498,Movie,Under the Eiffel Tower,Archie Borders,United States,23-09-2019,2018,TV-MA,"Comedies, Independent Movies, International Movies",2019,9,87,min,3
s3499,Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,Deepti Naval,India,22-09-2019,2009,TV-MA,"Dramas, Independent Movies, International Movies",2019,9,121,min,3
s3501,Movie,Between Two Ferns: The Movie,Scott Aukerman,United States,20-09-2019,2019,TV-MA,Comedies,2019,9,83,min,1
s3504,Tv Show,Criminal: Spain,Mariano Barroso,Spain,20-09-2019,2019,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",2019,9,1,season,3
s3507,Tv Show,The Hockey Girls,"Kiko Cruz Claverol, Patricia Font",Spain,20-09-2019,2019,TV-MA,"International TV Shows, TV Comedies, TV Dramas",2019,9,1,season,3
s3508,Movie,Travel Mates 2,Bedran Güzel,Turkey,20-09-2019,2018,TV-MA,"Comedies, International Movies",2019,9,111,min,2
s3529,Movie,Bill Burr: Paper Tiger,Mike Binder,United States,10-09-2019,2019,TV-MA,Stand-Up Comedy,2019,9,67,min,1
s3510,Movie,Kabir Singh,Sandeep Reddy Vanga,India,19-09-2019,2019,TV-MA,"Dramas, International Movies, Romantic Movies",2019,9,171,min,3
s3512,Movie,Avengement,Jesse V. Johnson,United Kingdom,17-09-2019,2019,TV-MA,Action & Adventure,2019,9,88,min,1
s3513,Movie,Sebastian Maniscalco: What's Wrong with People?,Manny Rodriguez,United States,17-09-2019,2012,TV-MA,Stand-Up Comedy,2019,9,76,min,1
s3514,Movie,Los Tigres del Norte at Folsom Prison,Tom Donahue,United States,15-09-2019,2019,TV-PG,"Documentaries, International Movies, Music & Musicals",2019,9,64,min,3
s3515,Movie,Steal a Pencil for Me,Michèle Ohayon,United States,15-09-2019,2006,TV-14,Documentaries,2019,9,94,min,1
s3517,Movie,Oh! Baby,B. V. Nandini Reddy,India,14-09-2019,2019,TV-14,"Comedies, International Movies, Music & Musicals",2019,9,157,min,3
s3518,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,Randall Lobb,United States,14-09-2019,2019,TV-PG,"Documentaries, International Movies",2019,9,83,min,2
s3519,Movie,"Hello, Privilege. It's Me, Chelsea",Alex Stapleton,United States,13-09-2019,2019,TV-MA,Documentaries,2019,9,65,min,1
s3521,Movie,Locked on You,Kıvanç Baruönü,Turkey,13-09-2019,2018,TV-14,"Comedies, International Movies",2019,9,105,min,2
s3523,Movie,Shanghai Fortress,Teng Huatao,China,13-09-2019,2019,TV-14,"Dramas, International Movies, Romantic Movies",2019,9,107,min,3
s3524,Movie,Tall Girl,Nzingha Stewart,United States,13-09-2019,2019,TV-PG,"Children & Family Movies, Comedies, Romantic Movies",2019,9,103,min,3
s3511,Tv Show,When the Camellia Blooms,Unknown,South Korea,18-09-2019,2019,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,9,1,season,3
s3530,Movie,Evelyn,Orlando von Einsiedel,United Kingdom,10-09-2019,2019,TV-MA,"Documentaries, International Movies",2019,9,96,min,2
s3531,Movie,Article 15,Anubhav Sinha,India,06-09-2019,2019,TV-MA,"Dramas, International Movies, Thrillers",2019,9,125,min,3
s3532,Movie,Care of Kancharapalem,Maha Venkatesh,India,06-09-2019,2018,TV-MA,"Comedies, Dramas, Independent Movies",2019,9,142,min,3
s3533,Movie,Ee Nagaraniki Emaindi,Tharun Bhascker,India,06-09-2019,2018,TV-14,"Comedies, Independent Movies, International Movies",2019,9,133,min,3
s3534,Movie,Kill Me If You Dare,Şenol Sönmez,Turkey,06-09-2019,2019,TV-14,"Comedies, International Movies, Romantic Movies",2019,9,100,min,3
s3548,Movie,Back to School,"Rémy Four, Julien War",Unknown,30-08-2019,2019,TV-MA,"Comedies, International Movies",2019,8,84,min,2
s3537,Movie,Saawan,Farhan Alam,Pakistan,04-09-2019,2016,TV-14,"Dramas, Independent Movies, International Movies",2019,9,128,min,3
s3538,Movie,Watchman,A. L. Vijay,India,04-09-2019,2019,TV-14,"Comedies, Dramas, International Movies",2019,9,93,min,3
s3539,Movie,Elena,Petra Costa,Brazil,01-09-2019,2012,TV-MA,"Documentaries, International Movies",2019,9,81,min,2
s3542,Tv Show,Naruto,Hayato Date,Japan,01-09-2019,2006,TV-14,"Anime Series, International TV Shows",2019,9,9,season,2
s3543,Movie,Olmo & the Seagull,"Petra Costa, Lea Glob",Denmark,01-09-2019,2014,TV-MA,"Dramas, Independent Movies, International Movies",2019,9,82,min,3
s3545,Movie,Spookley the Square Pumpkin,Bernie Denk,United States,01-09-2019,2004,G,Children & Family Movies,2019,9,47,min,1
s3546,Movie,Uncle Naji in UAE,Ahmed Zain,United Arab Emirates,01-09-2019,2019,TV-14,"Comedies, International Movies",2019,9,95,min,2
s3549,Movie,Feo pero sabroso,Fernando Ayllón,Colombia,30-08-2019,2018,TV-MA,"Comedies, International Movies",2019,8,91,min,2
s5432,Movie,The Russian Revolution,Cal Seville,United Kingdom,15-06-2017,2017,TV-PG,Documentaries,2017,6,47,min,1
s3550,Movie,Mi amigo Alexis,Alejandro Fernández Almendras,Chile,30-08-2019,2019,TV-PG,"Children & Family Movies, Comedies, Dramas",2019,8,102,min,3
s3551,Tv Show,Styling Hollywood,Unknown,Pakistan,30-08-2019,2019,TV-14,Reality TV,2019,8,1,season,1
s3555,Movie,Unbridled,Jota Linares,Spain,30-08-2019,2018,TV-MA,"International Movies, Thrillers",2019,8,100,min,2
s3556,Movie,Falling Inn Love,Roger Kumble,United States,29-08-2019,2019,TV-PG,"Comedies, Romantic Movies",2019,8,98,min,2
s3557,Movie,Kardec,Wagner de Assis,Brazil,29-08-2019,2019,TV-14,"Dramas, Faith & Spirituality, International Movies",2019,8,110,min,3
s3558,Movie,Travis Scott: Look Mom I Can Fly,White Trash Tyler,United States,28-08-2019,2019,TV-MA,"Documentaries, Music & Musicals",2019,8,85,min,2
s3560,Movie,Dave Chappelle: Sticks & Stones,Stan Lathan,United States,26-08-2019,2019,TV-MA,Stand-Up Comedy,2019,8,66,min,1
s3561,Movie,Drink Drank Drunk,Yeung Yat-Tak,Hong Kong,24-08-2019,2016,TV-MA,"Comedies, International Movies",2019,8,92,min,2
s3564,Movie,Kaake Da Viyah,Rai Yuvraj Bains,India,23-08-2019,2019,TV-PG,"Comedies, Dramas, International Movies",2019,8,133,min,3
s3565,Movie,Marriage Palace,Sunil Thakur,India,23-08-2019,2018,TV-14,"Comedies, International Movies",2019,8,135,min,2
s3566,Movie,Mayday Life,Muh Chen,China,23-08-2019,2019,TV-PG,"International Movies, Music & Musicals",2019,8,120,min,2
s3567,Movie,Saavat,Saurabh Sinha,India,23-08-2019,2019,TV-14,"Dramas, Independent Movies, International Movies",2019,8,118,min,3
s3568,Movie,American Factory,"Steven Bognar, Julia Reichert",United States,21-08-2019,2019,TV-14,Documentaries,2019,8,110,min,1
s3570,Movie,Game Over (Tamil Version),Ashwin Saravanan,India,21-08-2019,2019,TV-MA,"Horror Movies, International Movies, Thrillers",2019,8,98,min,3
s3573,Movie,The Girl Allergic to Wi-Fi,Jun Lana,Philippines,21-08-2019,2018,TV-MA,"International Movies, Romantic Movies",2019,8,104,min,2
s3575,Movie,Simon Amstell: Set Free,Julia Knowles,United Kingdom,20-08-2019,2019,TV-MA,Stand-Up Comedy,2019,8,52,min,1
s3571,Movie,Game Over (Telugu Version),Ashwin Saravanan,India,21-08-2019,2019,TV-MA,"Horror Movies, International Movies, Thrillers",2019,8,98,min,3
s3569,Movie,Game Over (Hindi Version),Ashwin Saravanan,India,21-08-2019,2019,TV-MA,"Horror Movies, International Movies, Thrillers",2019,8,98,min,3
s3583,Movie,Selfless,Tarsem Singh,United States,16-08-2019,2015,PG-13,"Sci-Fi & Fantasy, Thrillers",2019,8,117,min,2
s3584,Movie,Sextuplets,Michael Tiddes,United States,16-08-2019,2019,TV-14,Comedies,2019,8,100,min,1
s3587,Movie,The Little Switzerland,Kepa Sojo,Spain,16-08-2019,2019,TV-MA,"Comedies, International Movies",2019,8,86,min,2
s3572,Tv Show,Hyperdrive,Unknown,United States,21-08-2019,2019,TV-PG,Reality TV,2019,8,1,season,1
s3600,Movie,Colin Quinn: Red State Blue State,Robert Moresco,Unknown,09-08-2019,2019,TV-14,Stand-Up Comedy,2019,8,66,min,1
s3590,Tv Show,Sacred Games,"Vikramaditya Motwane, Anurag Kashyap",India,15-08-2019,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",2019,8,2,season,3
s3591,Tv Show,Til Death Do Us Part,"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee",Taiwan,15-08-2019,2019,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",2019,8,1,season,3
s3592,Movie,Whindersson Nunes: Adult,Diego Pignataro,Brazil,15-08-2019,2019,TV-MA,Stand-Up Comedy,2019,8,69,min,1
s3594,Movie,Uyare,Manu Ashokan,India,14-08-2019,2019,TV-14,"Dramas, International Movies",2019,8,119,min,2
s3595,Movie,90 ML,Anita Udeep,India,13-08-2019,2019,TV-MA,"Comedies, International Movies, Music & Musicals",2019,8,123,min,3
s3596,Movie,Calum von Moger: Unbroken,Vlad Yudin,United States,13-08-2019,2019,TV-MA,"Documentaries, Sports Movies",2019,8,93,min,2
s3597,Movie,Hasta los dientes,Alberto Arnaut Estrada,Mexico,13-08-2019,2018,TV-MA,"Documentaries, International Movies",2019,8,109,min,2
s3603,Movie,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,India,09-08-2019,2018,TV-MA,"Dramas, Independent Movies, International Movies",2019,8,107,min,3
s3604,Movie,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson",United States,09-08-2019,2019,TV-Y7,"Children & Family Movies, Comedies, LGBTQ Movies",2019,8,46,min,3
s3606,Tv Show,The Family,Jesse Moss,United States,09-08-2019,2019,TV-14,Docuseries,2019,8,1,season,1
s3629,Movie,Léa & I,Camille Shooshani,Unknown,02-08-2019,2019,TV-MA,Documentaries,2019,8,84,min,1
s3614,Tv Show,Reply 1994,Shin Won-ho,South Korea,08-08-2019,2014,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,8,1,season,3
s3615,Tv Show,Reply 1997,Shin Won-ho,South Korea,08-08-2019,2012,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,8,1,season,3
s3617,Movie,Badla,Sujoy Ghosh,India,07-08-2019,2019,TV-14,"International Movies, Thrillers",2019,8,117,min,2
s3618,Movie,Theo Von: No Offense,John Asher,United States,07-08-2019,2016,TV-MA,Stand-Up Comedy,2019,8,67,min,1
s3619,Movie,Crazy Beautiful You,Mae Czarina Cruz,Philippines,06-08-2019,2015,TV-14,"Comedies, Dramas, International Movies",2019,8,114,min,3
s3620,Movie,I'm Brent Morin,Lance Bangs,United States,06-08-2019,2015,TV-MA,Stand-Up Comedy,2019,8,67,min,1
s3621,Movie,Jim Jefferies : BARE,Shannon Hartman,United States,06-08-2019,2014,TV-MA,Stand-Up Comedy,2019,8,77,min,1
s3622,Movie,Screwball,Billy Corben,United States,06-08-2019,2018,TV-MA,"Documentaries, Sports Movies",2019,8,105,min,2
s3623,Movie,Sebastian Maniscalco: Why Would You Do That,Joe DeMaio,United States,06-08-2019,2016,TV-MA,Stand-Up Comedy,2019,8,63,min,1
s3624,Movie,Enter the Anime,Alex Burunova,United States,05-08-2019,2019,TV-MA,"Documentaries, International Movies",2019,8,59,min,2
s3626,Movie,No One Will Ever Know,Jesús Torres Torres,Mexico,05-08-2019,2017,TV-MA,"Dramas, International Movies",2019,8,102,min,2
s3627,Movie,Misfit,Erwin van den Eshof,Netherlands,03-08-2019,2017,TV-14,"Children & Family Movies, Comedies, International Movies",2019,8,81,min,3
s3631,Movie,Uriyadi 2,Vijay Kumar,India,02-08-2019,2019,TV-14,"Dramas, International Movies",2019,8,116,min,2
s3632,Movie,Manu,Phanindra Narsetti,India,01-08-2019,2018,TV-14,"Dramas, Independent Movies, International Movies",2019,8,177,min,3
s3636,Movie,Whitney Cummings: Can I Touch It?,Marcus Raboy,United States,30-07-2019,2019,TV-MA,Stand-Up Comedy,2019,7,59,min,1
s3635,Movie,The Red Sea Diving Resort,Gideon Raff,Canada,31-07-2019,2019,TV-MA,"Dramas, Thrillers",2019,7,130,min,2
s3638,Movie,Boi,Jorge M. Fontana,Spain,26-07-2019,2018,TV-MA,"Dramas, Independent Movies, International Movies",2019,7,111,min,3
s3639,Movie,Eerie,Mikhail Red,Philippines,26-07-2019,2019,TV-14,"Horror Movies, International Movies",2019,7,100,min,2
s3640,Movie,Girls With Balls,Olivier Afonso,France,26-07-2019,2019,TV-MA,"Comedies, Horror Movies, International Movies",2019,7,77,min,3
s3642,Movie,The Son,Sebastián Schindel,Argentina,26-07-2019,2019,TV-MA,"Dramas, Independent Movies, International Movies",2019,7,93,min,3
s3644,Movie,The Great Hack,"Karim Amer, Jehane Noujaim",United States,24-07-2019,2019,TV-MA,Documentaries,2019,7,114,min,1
s3646,Movie,D.L. Hughley: Contrarian,Jay Chapman,United States,21-07-2019,2018,TV-MA,Stand-Up Comedy,2019,7,58,min,1
s3647,Movie,Demetri Martin: The Overthinker,"Jay Karas, Demetri Martin",United States,21-07-2019,2018,TV-MA,Stand-Up Comedy,2019,7,56,min,1
s3648,Movie,The Beast Stalker,Dante Lam,Hong Kong,21-07-2019,2008,TV-14,"Action & Adventure, Cult Movies, International Movies",2019,7,110,min,3
s3649,Movie,The Midas Touch,Chi Keung Fung,Hong Kong,21-07-2019,2013,TV-14,"Comedies, International Movies",2019,7,98,min,2
s3650,Movie,The Twins Effect II,"Corey Yuen, Patrick Leung",Hong Kong,21-07-2019,2004,TV-14,"Action & Adventure, Comedies, International Movies",2019,7,106,min,3
s3651,Movie,Twins Mission,To-hoi Kong,Hong Kong,21-07-2019,2007,TV-MA,"Action & Adventure, International Movies",2019,7,102,min,2
s4982,Movie,Yoo Byung Jae: Too Much Information,Yoo Byung-jae,Unknown,16-03-2018,2018,TV-MA,Stand-Up Comedy,2018,3,63,min,1
s3653,Movie,"¡Ay, mi madre!",Frank Ariza,Spain,19-07-2019,2019,TV-MA,"Comedies, International Movies",2019,7,81,min,2
s3654,Tv Show,Comedians in Cars Getting Coffee,Jerry Seinfeld,United States,19-07-2019,2019,TV-14,"Stand-Up Comedy & Talk Shows, TV Comedies",2019,7,6,season,2
s3658,Movie,Secret Obsession,Peter Sullivan,United States,18-07-2019,2019,TV-14,Thrillers,2019,7,98,min,1
s3659,Movie,Mauli,Aditya Sarpotdar,India,17-07-2019,2018,TV-14,"Action & Adventure, Dramas, International Movies",2019,7,136,min,3
s3662,Movie,Bogda,Nisheeta Keni,India,16-07-2019,2018,TV-PG,"Dramas, International Movies",2019,7,161,min,2
s3663,Movie,"Frankenstein’s Monster’s Monster, Frankenstein",Daniel Gray Longino,United States,16-07-2019,2019,TV-14,Comedies,2019,7,32,min,1
s3669,Movie,4L,Gerardo Olivares,Spain,12-07-2019,2019,TV-MA,"Comedies, Dramas, Independent Movies",2019,7,105,min,3
s3671,Movie,Cities of Last Things,Wi Ding Ho,Taiwan,12-07-2019,2018,TV-MA,"Dramas, Independent Movies, International Movies",2019,7,106,min,3
s3673,Movie,Kidnapping Stella,Thomas Sieben,Germany,12-07-2019,2019,TV-MA,"Dramas, International Movies, Thrillers",2019,7,90,min,3
s3676,Movie,Point Blank,Joe Lynch,France,12-07-2019,2019,TV-MA,Action & Adventure,2019,7,87,min,1
s3677,Movie,The Milk System,Andreas Pichler,Germany,12-07-2019,2017,TV-14,"Documentaries, International Movies",2019,7,91,min,2
s3679,Movie,Parchís: the Documentary,Daniel Arasanz,Spain,11-07-2019,2019,TV-14,"Documentaries, International Movies, Music & Musicals",2019,7,106,min,3
s3680,Movie,Aziz Ansari: RIGHT NOW,Spike Jonze,United States,09-07-2019,2019,TV-MA,Stand-Up Comedy,2019,7,65,min,1
s3682,Movie,"River, el más grande siempre","Marcelo Altmark, Mariano Mucci, Luis A. Scalella",Argentina,05-07-2019,2019,TV-G,"Documentaries, International Movies, Sports Movies",2019,7,105,min,3
s3684,Movie,Cristina,Michèle Ohayon,United States,04-07-2019,2016,TV-14,Documentaries,2019,7,40,min,1
s3694,Movie,Katherine Ryan: Glitter Room,Linda Mendoza,United States,01-07-2019,2019,TV-MA,Stand-Up Comedy,2019,7,66,min,1
s3698,Movie,War Against Women,Hernán Zin,United States,01-07-2019,2013,TV-MA,"Documentaries, International Movies",2019,7,61,min,2
s3699,Movie,Inhuman Kiss,Sittisiri Mongkolsiri,Thailand,30-06-2019,2019,TV-MA,"Horror Movies, International Movies, Romantic Movies",2019,6,122,min,3
s3700,Movie,Romeo Akbar Walter,Robbie Grewal,India,30-06-2019,2019,TV-14,"Dramas, International Movies, Thrillers",2019,6,141,min,3
s3702,Movie,Super Deluxe,Thiagarajan Kumararaja,India,29-06-2019,2019,TV-MA,"Comedies, Dramas, International Movies",2019,6,176,min,3
s3704,Movie,El testigo,Kate Horne,Colombia,28-06-2019,2018,TV-14,"Documentaries, International Movies",2019,6,73,min,2
s3707,Movie,La Leyenda del Diamante,Roberto Girault Facha,Mexico,28-06-2019,2017,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2019,6,87,min,3
s3710,Movie,ANIMA,Paul Thomas Anderson,United Kingdom,27-06-2019,2019,TV-PG,"Dramas, Independent Movies, Music & Musicals",2019,6,15,min,3
s3712,Movie,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",Mexico,27-06-2019,2019,TV-MA,Stand-Up Comedy,2019,6,55,min,1
s3714,Movie,Kahaani,Sujoy Ghosh,India,26-06-2019,2012,TV-14,"International Movies, Music & Musicals, Thrillers",2019,6,122,min,3
s3715,Movie,Unbroken,Svati Chakravarty Bhatkal,India,26-06-2019,2019,TV-14,"Documentaries, International Movies",2019,6,109,min,2
s3716,Movie,Mike Epps: Only One Mike,Kevin Bray,United States,25-06-2019,2019,TV-MA,Stand-Up Comedy,2019,6,63,min,1
